product_name,product_url,product_type,price,Concern List,Skin Type,ingredients,Concern List_
Estée Lauder Revitalising Supreme + Global Anti-ageing Cell Power Crème 30ml,https://www.lookfantastic.com/estee-lauder-revitalizing-supreme-global-anti-aging-cell-power-creme-30ml/11432495.html,Moisturiser,£44.10,['Bags under eyes'],Dry,"['dimethicon', 'glycerin', 'isohexadecane', 'butylene glycol', 'bis-peg-18 methyl ether dimethyl', 'dimethicon', 'disteardimonium hectorite', 'pentylene glycol', 'cucumis sativus extract', 'narcissus tazetta bulb extract', 'magnolia officinalis bark extract', 'hordeum vulgare extract', 'sigesbeckia orientalis extract', 'lens esculenta (lentil) fruit extract', 'pyrus malus flower extract', 'whey protein', 'citrullus lanatus fruit extract', 'moringa oleifera seed oil', 'laminaria digitata extract', 'triticum vulgare bran extract', 'opuntia tuna extract', 'acetyl hexapeptide-8', 'sorbitol', 'helianthus annuus seed oil', 'caffeinee', 'algae extract', 'sodium hyaluronate', 'sodium lactate', 'squalene', 'polysilicone-11', 'isododecane', 'tocopheryl acetate', 'sucrose', 'acetyl glucosamine', 'polyethylene', 'propylene carbonate', 'citric acid', 'peg-32', 'propylene glycol dicoco-caprylate', 'peg-6', 'isoceteth-20', 'sodium dehydroacetate', 'aminopropyl ascorbyl phosphate', 'parfum', 'sodium pca', 'sodium citrate', 'disodium edta', 'bht', 'phenoxyethanol', 'ci 77491']",'Bags under eyes'
Elizabeth Arden Visible Difference Refining Moisture Cream (75ml),https://www.lookfantastic.com/elizabeth-arden-visible-difference-refining-moisture-cream-75ml/11195549.html,Moisturiser,£30.00,['Redness'],Dry,"['glycerin', 'squalene', 'cetearyl alcohol', 'polysorbate 60', 'isopropyl myristate', 'cera alba', 'olea europaea fruit oil', 'retinyl palmitate', 'allantoin', 'panthenol', 'laureth-7', 'c13-14 isoparaffin', 'polyacrylamide', 'sodium hydroxide', 'disodium edta', 'parfum', 'benzyl benzoate', 'geraniol', 'hexyl cinnamal', 'hydroxycitronellal', 'limonene', 'linalool', 'methylisothiazolinone', 'methylparaben']",'Redness'
L'Oréal Paris Dermo Expertise Triple Active Hydrating Night Moisturiser (50ml),https://www.lookfantastic.com/l-oreal-paris-dermo-expertise-triple-active-hydrating-night-moisturiser-50ml/10726524.html,Moisturiser,£7.49,['Redness'],Dry,"['hydrogenated polyisobutene', 'dimethicon', 'glycerin', 'paraffinum liquidum', 'cetyl alcohol', 'peg-100 stearate', 'glyceryl stearate', 'oryza sativa bran', 'zea mays oil', 'hydroxyethylpiperazine ethane sulfonic acid', 'microcrystalline wax', 'paraffin', 'sesamium indicum seed oil', 'sorbitan tristearate', 'isohexadecane', 'bifida ferment lysate', 'ascorbyl glucoside', 'hydroxypalmitoyl sphinganine', 'citric acid', 'triticum vulgare bran extract', 'panthenol', 'polysorbate 80', 'acrylamide/sodium', 'retinyl palmitate', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'sodium benzoate', 'phenoxyethanol', 'chlorhexidine digluconate', 'ci 14700', 'alpha-isomethyl ionone', 'limonene', 'hydroxyisohexyl 3-cyclohexene', 'butylphenyl methylpropional', 'benzyl alcohol', 'benzyl benzoate', 'benzyl salicylate', 'parfum']",'Redness'
Dr.Jart+ Ceramidin Cream 50ml,https://www.lookfantastic.com/dr.jart-ceramidin-cream-50ml/12099664.html,Moisturiser,£35.50,['Redness'],Dry,"['glycerin', 'dipropylene glycol', 'cetearyl alcohol', 'capric triglyceride', 'hydrogenated poly(c6-14 olefin)', 'hydrogenated polydecene', 'methyl trimethicone', '1,2-hexanediol', 'bifida ferment lysate', 'phenyl trimethicone', 'olus oil', 'butyrospermum parkii', 'glyceryl stearate se', 'ceramide np', 'stearic acid', 'algae extract', 'eclipta prostrata extract', 'cetearyl glucoside', 'hydrogenated lecithin', 'microcrystalline wax', 'butylene glycol', 'c12-16 alcohols', 'ammonium acryloyldimethyltaurate/vp', 'malt extract', 'beta vulgaris root extract', 'melia azadirachta flower extract', 'melia azadirachta flower extract', 'theobroma cacao extract', 'curcuma longa root extract', 'ocimum sanctum extract', 'amaranthus caudatus seed extract', 'ulmus davidiana root extract', 'avena sativa kernel extract', 'cynara scolymus (artichoke) leaf extract', 'pteris multifida extract', 'artemisia vulgaris oil', 'corallina officinalis extract', 'pyracantha fortuneana fruit extract', 'glycerly polymethacrylate', 'cholesterol', 'citrus aurantium bergamia', 'hydrolyzed corn starch', 'sodium hyaluronate', 'pelargonium graveolens extract', 'fructooligosaccharides', 'beta-glucan', 'dextrin', 'disodium edta', 'panthenol', 'polyquaternium-51', 'raffinose', 'hydrolyzed sodium hyaluronate', 'folic acid', 'salvia officinalis', 'pogostemon cablin flower extract', 'tromethamine', 'ceramide ap', 'ceramide as', 'ceramide ns', 'palmitoyl pentapeptide-4', 'ceramide eop']",'Redness'
Fade Out ADVANCED Even Skin Tone Night Cream 50ml,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-night-cream-50ml/11284055.html,Moisturiser,£9.99,"['Acne-prone', 'Fine lines/wrinkles (aging)', 'Enlarged pores', 'Redness', 'Bags under eyes']",Dry,"['sodium lactate', 'c12-15', 'lactic acid', 'dimethicon', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl alcohol', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'ceteareth 20', 'phenoxyethanol', 'inulin', 'rosa canina flower oil', 'parfum', 'sodium saccharin', 'panthenol', 'tocopheryl acetate', 'plukenetia volubilis oil', 'ethylhexyl glycerin', 'alpha-glucan oligosaccharide', 'arbutin', 'morus nigra extract', 'glycyrrhiza glabra root extract', 'disodium edta', 'glyceryl oleate', 'tocopherol', 'ascorbyl palmitate', 'ascorbic acid', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']","'Acne-prone', 'Enlarged pores', 'Redness', 'Bags under eyes'"
Clinique Moisture Surge Intense Skin Fortifying Hydrator 50ml,https://www.lookfantastic.com/clinique-moisture-surge-intense-skin-fortifying-hydrator-50ml/11144742.html,Moisturiser,£37.00,['Bags under eyes'],Dry,"['cyclopentasiloxane', 'glycerin', 'butylene glycol', 'dimethicon', 'cetyl ethylhexanoate', 'squalene', 'disteardimonium hectorite', 'dimethicon', 'lauryl peg-9', 'ahnfeltia concinna extract', 'olea europaea fruit oil', 'caffeinee', 'whey protein', 'cholesterol', 'sodium hyaluronate', 'petrolatum', 'peg-150', 'sucrose', 'pyridoxine dipalmitate', 'linoleic acid', 'tocopheryl acetate', 'citric acid', 'polysilicone-11', 'propylene carbonate', 'glyceryl polymethacrylate', 'peg-8', 'aloe barbadenis extract', 'triticum vulgare bran extract', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'palmitoyl hexapeptide-12', 'sodium citrate', 'sodium hexametaphosphate', 'chlorphenesin', 'phenoxyethanol']",'Bags under eyes'
Clinique Moisture Surge 72-Hour Auto Replenishing Hydrator 30ml,https://www.lookfantastic.com/clinique-moisture-surge-72-hour-auto-replenishing-hydrator-30ml/11668593.html,Moisturiser,£25.00,['Bags under eyes'],Dry,"['dimethicon', 'butylene glycol', 'glycerin', 'trisiloxane', 'trehalose', 'sucrose', 'ammonium acryloyldimethyltaurate/vp', 'hydroxyethyl urea', 'camellia sinensis extract', 'silybum marianum extract', 'betula alba bark extract', 'saccharomyces lysate extract', 'aloe barbadenis extract', 'thermus thermophillus ferment', 'caffeinee', 'sorbitol', 'palmitoyl hexapeptide-12', 'sodium hyaluronate', 'caprylyl glycol', 'oleth-10', 'sodium polyaspartate', 'saccharide isomerate', 'hydrogenated lecithin', 'tocopheryl acetate', 'acrylates/c10-30 alkyl', 'glyceryl polymethacrylate', 'tromethamine', 'peg-8', 'hexylene glycol', 'magnesium ascorbyl phosphate', 'disodium edta', 'bht', 'phenoxyethanol', 'red 4', 'yellow 5']",'Bags under eyes'
L'Oréal Paris Hydra Genius Liquid Care Moisturiser for Normal Combination Skin 70ml 2 Pack Exclusive,https://www.lookfantastic.com/l-oreal-paris-hydra-genius-liquid-care-moisturiser-for-normal-combination-skin-70ml-2-pack-exclusive/12313627.html,Moisturiser,£13.99,['Redness'],Dry,"['glycerin', 'alcohol denat', 'dimethicon', 'isononyl isononanoate', 'silanetriol', 'carbomer', 'triethanolamine', 'dimethiconol', 'aloe barbadenis extract', 'sodium hyaluronate', 'silica dimethyl silylate', 'sodium hyaluronate', 'phyllostachys bambusoides extract', 'caprylyl glycol', 'tetrasodium edta', 'citric acid', 'biosaccharide', 'xanthan gum', 'panthenol', 'menthoxypropanediol', 'ethylhexyl palmitate', 'butylene glycol', 'hexylene glycol', 'tocopherol', 'potassium sorbate', 'sorbic acid', 'methylparaben', 'sodium benzoate', 'phenoxyethanol', 'chlorphenesin', 'ci 42090', 'linalool', 'limonene', 'parfum']",'Redness'
Murad Hydro-Dynamic™ Ultimate Moisture (50ml),https://www.lookfantastic.com/murad-hydro-dynamic-ultimate-moisture-50ml/10475423.html,Moisturiser,£60.00,['Redness'],Dry,"['c12-15', 'capric triglyceride', 'glycerin', 'helianthus annuus seed oil', 'butylene glycol', 'glyceryl stearate', 'glyceryl behenate/eicosadioate', 'dicaprylyl carbonate', 'butyrospermum parkii', 'cetearyl alcohol', 'myristyl myristate', 'cetyl alcohol', 'ethoxydiglycol', 'phenyl trimethicone', 'stearic acid', 'avena sativa kernel extract', 'faex extract', 'algae extract', 'glycine soja extract', 'zea mays starch', 'olea europaea fruit oil', 'persea gratissima oil', 'sodium hyaluronate', 'dipotassium glycyrrhizate', 'tetrahexyldecyl ascorbate', 'tocopheryl acetate', 'linoleic acid', 'phospholipid', 'polysorbate 60', 'acrylamide/sodium', 'isohexadecane', 'glyceryl polymethacrylate', 'panthenol', 'simmondsia chinensis leaf extract', 'potassium jojobate', 'polysorbate 80', 'urea', 'glucosamine hcl', 'peg-8', 'bisabolol', 'sorbitan oleate', 'cetearyl methicone', 'dimethicon', 'palmitoyl oligopeptide', 'retinyl palmitate', 'allantoin', 'xanthan gum', 'disodium edta', 'bht', 'ethylhexyl glycerin', 'chlorphenesin', 'phenoxyethanol']",'Redness'
Clinique Redness Solutions Daily Relief Cream 50ml,https://www.lookfantastic.com/clinique-redness-solutions-daily-relief-cream-50ml/11144771.html,Moisturiser,£42.00,"['Acne-prone', 'Enlarged pores', 'Bags under eyes']",Oily,"['dimethicon', 'butyrospermum parkii', 'cetearyl alcohol', 'hydrogenated polyisobutene', 'trisiloxane', 'butylene glycol', 'glycerin', 'sucrose', 'isostearyl palmitate', 'peg-100 stearate', 'camellia sinensis extract', 'polygonum cuspidatum root extract', 'hordeum vulgare extract', 'triticum vulgare bran extract', 'cetearyl glucoside', 'camellia sinensis extract', 'aspalathus linearis leaf extract', 'saccharomyces lysate extract', 'ascophyllum nodosum extract', 'asparagopsis armata extract', 'camellia sinensis extract', 'algae extract', 'caffeinee', 'lactobacillus', 'sodium lauroyl', 'hydrogenated lecithin', 'polyethylene', 'glyceryl stearate', 'salicylic acid', 'sorbitol', 'methyl glucose sesquistearate', 'cholesterol', 'linoleic acid', 'glycine', 'inulin', 'tromethamine', 'decarboxy carnosine hcl', 'phytosphingosine', 'cetyl alcohol', 'tocopheryl acetate', 'bisabolol', 'squalene', 'hdi/trimethylol hexyllactone crosspolymer', 'behenyl alcohol', 'sodium hyaluronate', 'carbomer', 'silica', 'disodium edta', 'potassium sorbate', 'phenoxyethanol', 'ci 42090', 'ci 19140', 'ci 77289', 'titanium dioxide', 'ci 77019']","'Acne-prone', 'Enlarged pores', 'Bags under eyes'"
DECLÉOR Hydra Floral Anti-Pollution Hydrating Rich Cream,https://www.lookfantastic.com/decleor-hydra-floral-anti-pollution-hydrating-rich-cream/11740989.html,Moisturiser,£32.20,['Redness'],Dry,"['ethylhexyl hydroxystearate', 'capric triglyceride', 'glycerin', 'persea gratissima oil', 'pentylene glycol', 'cetearyl alcohol', 'helianthus annuus seed oil', 'sorbitol esters', 'rosa canina flower oil', 'peg-32', 'peg-6', 'peg-100 stearate', 'glyceryl stearate', 'dimethicon', 'panthenol', 'sodium polyacrylate', 'cetearyl glucoside', 'pentaerythrityl distearate', 'cetyl palmitate', '1,2-hexanediol', 'caprylyl glycol', 'glyceryl acrylate/acrylic acid copolymer', 'phenoxyethanol', 'butylphenyl methylpropional', 'polyquaternium-39', 'glycine soja extract', 'viola tricolor extract', 'tocopherol', 'disodium edta', 'hexyl cinnamal', 'moringa oleifera seed oil', 'maltodextrin', 'crithmum maritimum extract', 'citrus aurantium amara flower water', 'citronellol', 'helianthus annuus seed oil', 'alpha-isomethyl ionone', 'citric acid', 'linalool', 'ethylhexyl glycerin', 'benzyl alcohol', 'sodium benzoate', 'limonene', 'geraniol', 'farnesol', 'ascorbyl palmitate', 'parfum']",'Redness'
Clinique Moisture Surge SPF25 Sheertint Hydrator - Universal Light Medium 40ml,https://www.lookfantastic.com/clinique-moisture-surge-spf25-sheertint-hydrator-universal-light-medium-40ml/12075753.html,Moisturiser,£30.00,"['Acne-prone', 'Enlarged pores', 'Bags under eyes']",Oily,"['ethylhexyl methoxycinnamate', 'c12-15', 'ethylhexyl salicylate', 'titanium dioxide', 'zinc oxide', 'caprylyl methicone', 'neopentyl glycol diheptanoate', 'butylene glycol', 'pentylene glycol', 'glycerin', 'polyglyceryl-10 pentastearate', 'hydrogenated lecithin', 'behenyl alcohol', 'peg-100 stearate', 'sucrose', 'laminaria saccharina extract', 'cucumis sativus extract', 'aloe barbadenis extract', 'hordeum vulgare extract', 'caffeinee', 'tocopheryl acetate', 'isohexadecane', 'lecithin', 'sodium stearoyl lactylate', 'propylene glycol dicoco-caprylate', 'sodium hyaluronate', 'helianthus annuus seed oil', 'trehalose', 'isostearic acid', 'polyhydroxystearic acid', 'polysorbate 80', 'dimethicon', 'xanthan gum', 'polyethylene', 'acrylamide/sodium', 'silica', 'disodium edta', 'tetrasodium edta', 'bht', 'phenoxyethanol', 'ci 77491', 'ci 77492', 'ci 77499', 'titanium dioxide']","'Acne-prone', 'Enlarged pores', 'Bags under eyes'"
COSRX Advanced Snail 92 All in One Cream 100ml,https://www.lookfantastic.com/cosrx-advanced-snail-92-all-in-one-cream-100ml/11401173.html,Moisturiser,£27.00,['Redness'],Dry,"['snail secretion filtrate', 'betaine', 'capric triglyceride', 'cetearyl olivate', 'sorbitan olivate', 'sodium hyaluronate', 'cetearyl alcohol', 'stearic acid', 'arganine', 'dimethicon', 'carbomer', 'panthenol', 'allantoin', 'sodium polyacrylate', 'xanthan gum', 'ethyl hexanediol', 'adenosine', 'phenoxyethanol']",'Redness'
bareMinerals Butter Drench Intense Moisurising Day Cream,https://www.lookfantastic.com/bareminerals-butter-drench-intense-moisurising-day-cream/11262518.html,Moisturiser,£32.00,['Redness'],Dry,"['glycerin', 'butylene glycol', 'dimethicon', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'propanediol', 'tricaprylin', 'glyceryl stearate se', 'cetyl alcohol', 'silica', 'myristyl myristate', 'peg-100 stearate', 'butyrospermum parkii', 'copernicia cerifera wax', 'hydrogenated polyisobutene', 'hydrogenated polydecene', 'behenyl alcohol', 'dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer', 'isostearic acid', 'stearyl alcohol', 'urea', 'glucosamine hcl', 'algae extract', 'saccharomyces cerevisiae extract', 'sodium pca', 'allantoin', 'ethylhexyl glycerin', 'lauryl betaine', 'sodium citrate', 'disodium edta', 'sorbitan tristearate', 'phytosteryl', 'alcohol', 'citric acid', 'carbomer', 'polysorbate-20', 'sodium hyaluronate', 'hypericum erectum extract', 'palmitoyl tetrapeptide-7', 'palmitoyl tripeptide-1', 'ceramide np', 'tocopherol', 'parfum', 'geraniol', 'limonene', 'linalool', 'citral', 'sodium benzoate', 'phenoxyethanol']",'Redness'
Clinique for Men Oil-Control Moisturiser 100ml,https://www.lookfantastic.com/clinique-for-men-oil-control-moisturiser-100ml/10921699.html,Moisturiser,£25.50,['Bags under eyes'],Dry,"['isododecane', 'butylene glycol', 'polypropylene', 'dimethicon', 'bis-peg-18 methyl ether dimethyl', 'glycerin', 'ammonium acryloyldimethyltaurate/vp', 'polygonum cuspidatum root extract', 'cucumis sativus extract', 'laminaria saccharina extract', 'hordeum vulgare extract', 'saccharomyces lysate extract', 'lactobacillus', 'helianthus annuus seed oil', 'caffeinee', 'sodium hyaluronate', 'trehalose', 'oleth-10', 'caprylyl glycol', 'polysilicone-11', 'tocopheryl acetate', 'propylene glycol dicoco-caprylate', 'hexylene glycol', 'laureth-23', 'laureth-4', 'acrylates/c10-30 alkyl', 'silica', 'disodium edta', 'phenoxyethanol', 'ci 15985', 'ci 14700', 'ci 19140']",'Bags under eyes'
Fade Out ADVANCED Even Skin Tone Day Cream SPF 25 50ml,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-day-cream-spf-25-50ml/11284054.html,Moisturiser,£9.99,"['Acne-prone', 'Fine lines/wrinkles (aging)', 'Enlarged pores', 'Redness', 'Bags under eyes']",Dry,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'parfum', 'sodium saccharin', 'tocopheryl acetate', 'panthenol', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'arbutin', 'disodium edta', 'simethicone', 'glyceryl oleate', 'ascorbyl palmitate', 'tocopherol', 'ascorbic acid', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']","'Acne-prone', 'Enlarged pores', 'Redness', 'Bags under eyes'"
First Aid Beauty Coconut Skin Smoothie Priming Moisturiser,https://www.lookfantastic.com/first-aid-beauty-coconut-skin-smoothie-priming-moisturizer/11393476.html,Moisturiser,£20.50,"['Acne-prone', 'Enlarged pores']",Oily,"['cocos nucifera fruit extract', 'glucose', 'c12-15', 'maltodextrin', 'cyclopentasiloxane', 'butylene glycol', 'glycerin', 'capric triglyceride', 'ci 77019', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'cocos nucifera fruit extract', 'selaginella lepidophylla extract', 'prunus armeniaca fruit extract', 'pyrus malus flower extract', 'vanilla planifolia extract', 'hydrolyzed quinoa', 'coffea arabica seed extract', 'dipteryx odorata bean extract', 'saccharomyces/copper ferment', 'saccharomyces/iron ferment', 'saccharomyces/magnesium ferment', 'saccharomyces/silicon ferment', 'saccharomyces/zinc ferment', 'camellia sinensis extract', 'chrysanthemum parthenium (feverfew) extract', 'glycyrrhiza glabra root extract', 'ethylhexyl glycerin', 'sorbitan oleate', 'dimethicon crosspolymer', 'isohexadecane', 'acrylates/c10-30 alkyl', 'polysorbate 80', 'lactobacillus', 'leuconostoc/radish root ferment filtrate', 'phenoxyethanol', 'disodium edta', 'ci 77861', 'benzyl alcohol', 'potassium sorbate', 'sodium benzoate', 'sodium hydroxide', 'titanium dioxide', 'ci 77491']","'Acne-prone', 'Enlarged pores'"
Fade Out ADVANCED + Age Protection Even Skin Tone Day Cream SPF 25 50ml,https://www.lookfantastic.com/fade-out-advanced-age-protection-even-skin-tone-day-cream-spf-25-50ml/11490811.html,Moisturiser,£12.99,"['Acne-prone', 'Enlarged pores', 'Redness']",Dry,"['ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicon', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'sucrose palmitate', 'tocopheryl acetate', 'parfum', 'sodium saccharin', 'panthenol', 'glyceryl linoleate', 'alumina', 'ethylhexyl glycerin', 'glycyrrhiza glabra root extract', 'morus nigra extract', 'disodium edta', 'simethicone', 'glyceryl oleate', 'sodium hyaluronate', 'potassium sorbate', 'ascorbyl palmitate', 'tocopherol', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']","'Acne-prone', 'Enlarged pores', 'Redness'"
